run_id,variant,entity_id,sequence_no,read_started_at,read_finished_at,read_latency_ms,block_tag,returned_ats,returned_trust_state,returned_timestamp,read_success,error_code,error_message
datm-live-2026-07-13T09-07-24-495Z,B,entity-01-normal,1,2026-07-13T09:07:29.235Z,2026-07-13T09:07:29.347Z,112,latest,89,Trusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-02-normal,1,2026-07-13T09:07:29.236Z,2026-07-13T09:07:29.335Z,99,latest,90,Trusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-03-normal,1,2026-07-13T09:07:29.239Z,2026-07-13T09:07:29.336Z,97,latest,90,Trusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-04-normal,1,2026-07-13T09:07:29.240Z,2026-07-13T09:07:29.344Z,104,latest,89,Trusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-05-suspicious,1,2026-07-13T09:07:29.240Z,2026-07-13T09:07:29.345Z,105,latest,63,Suspicious,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-06-suspicious,1,2026-07-13T09:07:29.257Z,2026-07-13T09:07:29.372Z,115,latest,60,Suspicious,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-07-suspicious,1,2026-07-13T09:07:29.441Z,2026-07-13T09:07:29.542Z,101,latest,61,Suspicious,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-08-malicious,1,2026-07-13T09:07:29.448Z,2026-07-13T09:07:29.554Z,106,latest,31,Untrusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-09-malicious,1,2026-07-13T09:07:29.446Z,2026-07-13T09:07:29.542Z,96,latest,29,Untrusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-10-malicious,1,2026-07-13T09:07:29.467Z,2026-07-13T09:07:29.581Z,114,latest,29,Untrusted,2026-07-13T09:07:24.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-01-normal,2,2026-07-13T09:07:43.019Z,2026-07-13T09:07:43.111Z,92,latest,93,Trusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-02-normal,2,2026-07-13T09:07:43.060Z,2026-07-13T09:07:43.161Z,101,latest,93,Trusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-03-normal,2,2026-07-13T09:07:43.056Z,2026-07-13T09:07:43.160Z,104,latest,91,Trusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-04-normal,2,2026-07-13T09:07:43.032Z,2026-07-13T09:07:43.110Z,78,latest,93,Trusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-05-suspicious,2,2026-07-13T09:07:43.025Z,2026-07-13T09:07:43.135Z,110,latest,60,Suspicious,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-06-suspicious,2,2026-07-13T09:07:42.992Z,2026-07-13T09:07:43.109Z,117,latest,60,Suspicious,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-07-suspicious,2,2026-07-13T09:07:43.201Z,2026-07-13T09:07:43.297Z,96,latest,63,Suspicious,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-08-malicious,2,2026-07-13T09:07:43.216Z,2026-07-13T09:07:43.326Z,110,latest,30,Untrusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-09-malicious,2,2026-07-13T09:07:43.200Z,2026-07-13T09:07:43.299Z,99,latest,28,Untrusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-10-malicious,2,2026-07-13T09:07:43.245Z,2026-07-13T09:07:43.364Z,119,latest,32,Untrusted,2026-07-13T09:07:34.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-01-normal,3,2026-07-13T09:07:52.768Z,2026-07-13T09:07:52.867Z,99,latest,93,Trusted,2026-07-13T09:07:44.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-02-normal,3,2026-07-13T09:07:52.775Z,2026-07-13T09:07:52.867Z,92,latest,92,Trusted,2026-07-13T09:07:44.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-03-normal,3,2026-07-13T09:07:52.776Z,2026-07-13T09:07:52.881Z,105,latest,93,Trusted,2026-07-13T09:07:44.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-07-24-495Z,B,entity-04-normal,3,2026-07-13T09:07:52.772Z,2026-07-13T09:07:52.882Z,110,latest,93,Trusted,2026-07-13T09:07:44.000Z,true,,live read after variant-batch update
