run_id,variant,checkpoint_no,observed_at,block_number,cumulative_updates,cumulative_successful_updates,cumulative_events,unique_entities_seen,estimated_storage_records,estimated_storage_slots,notes
datm-live-2026-07-13T08-38-00-203Z,A,1,2026-07-13T08:38:05.560Z,6376568,10,10,10,10,10,40,variant-batch blocks=1 max_same_block=10 distribution=6376568:10
datm-live-2026-07-13T08-38-00-203Z,A,2,2026-07-13T08:38:15.439Z,6376570,20,20,20,10,20,80,variant-batch blocks=1 max_same_block=10 distribution=6376570:10
datm-live-2026-07-13T08-38-00-203Z,A,3,2026-07-13T08:38:25.315Z,6376572,30,30,30,10,30,120,variant-batch blocks=1 max_same_block=10 distribution=6376572:10
datm-live-2026-07-13T08-38-00-203Z,A,4,2026-07-13T08:38:35.070Z,6376574,40,40,40,10,40,160,variant-batch blocks=1 max_same_block=10 distribution=6376574:10
datm-live-2026-07-13T08-38-00-203Z,A,5,2026-07-13T08:38:44.808Z,6376576,50,50,50,10,50,200,variant-batch blocks=1 max_same_block=10 distribution=6376576:10
datm-live-2026-07-13T08-38-00-203Z,A,6,2026-07-13T08:38:54.997Z,6376578,60,60,60,10,60,240,variant-batch blocks=1 max_same_block=10 distribution=6376578:10
datm-live-2026-07-13T08-38-00-203Z,A,7,2026-07-13T08:39:05.070Z,6376580,70,70,70,10,70,280,variant-batch blocks=1 max_same_block=10 distribution=6376580:10
datm-live-2026-07-13T08-38-00-203Z,A,8,2026-07-13T08:39:18.258Z,6376582,80,80,80,10,80,320,variant-batch blocks=1 max_same_block=10 distribution=6376582:10
datm-live-2026-07-13T08-38-00-203Z,A,9,2026-07-13T08:39:30.788Z,6376585,90,90,90,10,90,360,variant-batch blocks=1 max_same_block=10 distribution=6376585:10
datm-live-2026-07-13T08-38-00-203Z,A,10,2026-07-13T08:39:40.955Z,6376587,100,100,100,10,100,400,variant-batch blocks=1 max_same_block=10 distribution=6376587:10
datm-live-2026-07-13T08-38-00-203Z,A,11,2026-07-13T08:39:51.552Z,6376589,110,110,110,10,110,440,variant-batch blocks=1 max_same_block=10 distribution=6376589:10
datm-live-2026-07-13T08-38-00-203Z,A,12,2026-07-13T08:40:01.327Z,6376591,120,120,120,10,120,480,variant-batch blocks=1 max_same_block=10 distribution=6376591:10
datm-live-2026-07-13T08-38-00-203Z,A,13,2026-07-13T08:40:11.103Z,6376593,130,130,130,10,130,520,variant-batch blocks=1 max_same_block=10 distribution=6376593:10
datm-live-2026-07-13T08-38-00-203Z,A,14,2026-07-13T08:40:20.891Z,6376595,140,140,140,10,140,560,variant-batch blocks=1 max_same_block=10 distribution=6376595:10
datm-live-2026-07-13T08-38-00-203Z,A,15,2026-07-13T08:40:30.801Z,6376597,150,150,150,10,150,600,variant-batch blocks=1 max_same_block=10 distribution=6376597:10
datm-live-2026-07-13T08-38-00-203Z,A,16,2026-07-13T08:40:42.713Z,6376599,160,160,160,10,160,640,variant-batch blocks=1 max_same_block=10 distribution=6376599:10
datm-live-2026-07-13T08-38-00-203Z,A,17,2026-07-13T08:40:52.489Z,6376601,170,170,170,10,170,680,variant-batch blocks=1 max_same_block=10 distribution=6376601:10
datm-live-2026-07-13T08-38-00-203Z,A,18,2026-07-13T08:41:02.201Z,6376603,180,180,180,10,180,720,variant-batch blocks=1 max_same_block=10 distribution=6376603:10
datm-live-2026-07-13T08-38-00-203Z,A,19,2026-07-13T08:41:11.921Z,6376605,190,190,190,10,190,760,variant-batch blocks=1 max_same_block=10 distribution=6376605:10
datm-live-2026-07-13T08-38-00-203Z,A,20,2026-07-13T08:41:23.447Z,6376607,200,200,200,10,200,800,variant-batch blocks=1 max_same_block=10 distribution=6376607:10
datm-live-2026-07-13T08-38-00-203Z,A,21,2026-07-13T08:41:37.710Z,6376610,210,210,210,10,210,840,variant-batch blocks=1 max_same_block=10 distribution=6376610:10
datm-live-2026-07-13T08-38-00-203Z,A,22,2026-07-13T08:41:47.458Z,6376612,220,220,220,10,220,880,variant-batch blocks=1 max_same_block=10 distribution=6376612:10
datm-live-2026-07-13T08-38-00-203Z,A,23,2026-07-13T08:41:57.247Z,6376614,230,230,230,10,230,920,variant-batch blocks=1 max_same_block=10 distribution=6376614:10
datm-live-2026-07-13T08-38-00-203Z,A,24,2026-07-13T08:42:06.953Z,6376616,240,240,240,10,240,960,variant-batch blocks=1 max_same_block=10 distribution=6376616:10
datm-live-2026-07-13T08-38-00-203Z,A,25,2026-07-13T08:42:16.674Z,6376618,250,250,250,10,250,1000,variant-batch blocks=1 max_same_block=10 distribution=6376618:10
datm-live-2026-07-13T08-38-00-203Z,A,26,2026-07-13T08:42:26.372Z,6376620,260,260,260,10,260,1040,variant-batch blocks=1 max_same_block=10 distribution=6376620:10
datm-live-2026-07-13T08-38-00-203Z,A,27,2026-07-13T08:42:36.377Z,6376622,270,270,270,10,270,1080,variant-batch blocks=1 max_same_block=10 distribution=6376622:10
datm-live-2026-07-13T08-38-00-203Z,A,28,2026-07-13T08:42:46.106Z,6376624,280,280,280,10,280,1120,variant-batch blocks=1 max_same_block=10 distribution=6376624:10
datm-live-2026-07-13T08-38-00-203Z,A,29,2026-07-13T08:42:55.894Z,6376626,290,290,290,10,290,1160,variant-batch blocks=1 max_same_block=10 distribution=6376626:10
datm-live-2026-07-13T08-38-00-203Z,A,30,2026-07-13T08:43:05.675Z,6376628,300,300,300,10,300,1200,variant-batch blocks=1 max_same_block=10 distribution=6376628:10
