run_id,variant,entity_id,sequence_no,read_started_at,read_finished_at,read_latency_ms,block_tag,returned_ats,returned_trust_state,returned_timestamp,read_success,error_code,error_message
datm-live-2026-07-13T10-43-45-282Z,A,entity-01-normal,1,2026-07-13T10:43:49.986Z,2026-07-13T10:43:50.101Z,115,latest,89,Trusted,2026-07-13T10:43:45.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-02-normal,1,2026-07-13T10:43:50.015Z,2026-07-13T10:43:50.124Z,109,latest,90,Trusted,2026-07-13T10:43:45.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-03-normal,1,2026-07-13T10:43:49.987Z,2026-07-13T10:43:50.099Z,112,latest,90,Trusted,2026-07-13T10:43:45.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-01-normal,2,2026-07-13T10:43:59.510Z,2026-07-13T10:43:59.613Z,103,latest,93,Trusted,2026-07-13T10:43:55.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-02-normal,2,2026-07-13T10:43:59.485Z,2026-07-13T10:43:59.590Z,105,latest,93,Trusted,2026-07-13T10:43:55.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-03-normal,2,2026-07-13T10:43:59.486Z,2026-07-13T10:43:59.589Z,103,latest,91,Trusted,2026-07-13T10:43:55.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-01-normal,3,2026-07-13T10:44:13.025Z,2026-07-13T10:44:13.128Z,103,latest,93,Trusted,2026-07-13T10:44:05.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-02-normal,3,2026-07-13T10:44:13.000Z,2026-07-13T10:44:13.099Z,99,latest,92,Trusted,2026-07-13T10:44:05.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-03-normal,3,2026-07-13T10:44:12.972Z,2026-07-13T10:44:13.075Z,103,latest,93,Trusted,2026-07-13T10:44:05.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T10-43-45-282Z,A,entity-01-normal,4,2026-07-13T10:44:22.523Z,2026-07-13T10:44:22.628Z,105,latest,91,Trusted,2026-07-13T10:44:15.000Z,true,,live read after variant-batch update
