comparison_id,entity_id,sequence_no,input_hash,ats_a,state_a,ats_b,state_b,ats_c,state_c,consistent_state,ats_delta_ab,ats_delta_ac,ats_delta_bc,comparison_notes
entity-03-normal-25,entity-03-normal,25,0xe3d8de7aa1f1195b7f17178e318b727f47f9eb08563316a99db95f2a12f0344f,,,93,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-25,entity-04-normal,25,0x5537ada6b90d02fbc8b6482a4a5fe2c503725e9512266d26b202221c9cb8d1f3,,,92,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-25,entity-05-suspicious,25,0x1573dee7c68ab9aeba650069df5e9b37daf898bba3357b0f707eca8305bd15b3,,,61,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-25,entity-06-suspicious,25,0x1ca11bbe6eb3b22456960dca88e421ba4420556754a0133799109b5d5540968b,,,61,Suspicious,,,true,,,,B live result matches expected state
entity-01-normal-26,entity-01-normal,26,0x6f2ae0aa4bf92ce78d7dbe67e380e2f95527ea739f7e4083b3b53b0ed7a7725d,,,92,Trusted,,,true,,,,B live result matches expected state
entity-02-normal-26,entity-02-normal,26,0x3416e7031014b7493eafb487e0ccdb05b339121fbd32e8874d8d3a600c09d05e,,,92,Trusted,,,true,,,,B live result matches expected state
entity-03-normal-26,entity-03-normal,26,0xbfdfe247d6b1688e5f113fb015ca7d9f0556bf0e5ba3bdffb3632d3e27533e0e,,,91,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-26,entity-04-normal,26,0x442ae89bc332ace358d70ea35cd3ea1b2614a357672f159edf62d7fecf6e2b80,,,92,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-26,entity-05-suspicious,26,0x9b2c6295699901065c6f45b85d61f51e747e6475ecd264b89470d24991c63d2d,,,61,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-26,entity-06-suspicious,26,0x80378d15383b2f6883889e5281c744fcf6fb47378785a7ecb1cec28407c6c520,,,60,Suspicious,,,true,,,,B live result matches expected state
entity-01-normal-27,entity-01-normal,27,0x06946abf57854182363f7a21c2719304090decc21354bd362d265057165cccdb,,,93,Trusted,,,true,,,,B live result matches expected state
entity-02-normal-27,entity-02-normal,27,0xdf570fc54eb41900680629163f5c701b83fe86abeb19d2fbe4f31240e60997f3,,,91,Trusted,,,true,,,,B live result matches expected state
entity-03-normal-27,entity-03-normal,27,0xea91bf43dfde36806cc070afb9b6ad0825c5d8adc3b2e01e37a661ed53fddb72,,,93,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-27,entity-04-normal,27,0xb28ec7b49e9a56af616337ecc3a107153fc1e491fd52aef0f2dc515c035d424e,,,93,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-27,entity-05-suspicious,27,0xbffe0316fa8419e87222f6120a9600fbab4ec9cab26b7877c7d0abb71537b470,,,60,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-27,entity-06-suspicious,27,0xd000a284fce40f74d36ec82d461307ee4bbd0f35ec820dced29996cbffe63539,,,63,Suspicious,,,true,,,,B live result matches expected state
entity-01-normal-28,entity-01-normal,28,0xfc966108c45a0624bbdc5c327f1215de3476e23773880a3f8ff048efabbeab46,,,91,Trusted,,,true,,,,B live result matches expected state
entity-02-normal-28,entity-02-normal,28,0xd6c9fedf06ae994c8f0dddc94b9e7b9b9301b60ffb15fd6d7e07c0ccda3411ad,,,92,Trusted,,,true,,,,B live result matches expected state
entity-03-normal-28,entity-03-normal,28,0xaa133fa1078ed516f2a72da9dd7ba1ef5da4c215a5586a94605aa8586f9d2db3,,,92,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-28,entity-04-normal,28,0x0ea423ba59dc7c4fc6aeb2cb6642faaae684cede5676ac384f608ac48657a226,,,91,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-28,entity-05-suspicious,28,0xe62da7cff8a047095937101af95824a2c21df2c48c4bb6e6c5533eb8f418c01d,,,63,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-28,entity-06-suspicious,28,0x98a0b2f2d381edd09e5c53541796fc350824923e29fc6340dd13b617a393c351,,,62,Suspicious,,,true,,,,B live result matches expected state
entity-01-normal-29,entity-01-normal,29,0xdbf502e65b251a881abb1730066ad01bbd371932f0ae337be561a7424a0e1c4c,,,93,Trusted,,,true,,,,B live result matches expected state
entity-02-normal-29,entity-02-normal,29,0xa7aa7414adc037211bdb1b4611ef607f3791622b347240564da5c1832f19b992,,,92,Trusted,,,true,,,,B live result matches expected state
entity-03-normal-29,entity-03-normal,29,0x0f9125cc3434bdb85219e3e8897b972146c25d1a5812500c2543791a520e3e2d,,,92,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-29,entity-04-normal,29,0xb67377a8a86cb414898024f78711940aceb7575bd1e6c04230815ee1327aa9c1,,,93,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-29,entity-05-suspicious,29,0x89bb531ac081a28e3fa3cec3785a45c3c03d8cd47cb78a41bbdfac9a9f055201,,,62,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-29,entity-06-suspicious,29,0x690adb07f4c4fffa74007b58e4b7204b2369685cecccdbf696cd38edbec85dd8,,,58,Suspicious,,,true,,,,B live result matches expected state
entity-01-normal-30,entity-01-normal,30,0x2331bf4d8f7ed35c6be5ef8c716e4106f1a7588f12c5f0f2a6f8d1c45a785294,,,92,Trusted,,,true,,,,B live result matches expected state
entity-02-normal-30,entity-02-normal,30,0xeed55865a8775a9025907c7e5455f113c1fe3a49ef71362cf7cbb790afb38d15,,,91,Trusted,,,true,,,,B live result matches expected state
entity-03-normal-30,entity-03-normal,30,0x27a36bc7b2a5b0a4d139056ad7bf483c5e7664e664f400f644e4025f4b1e6002,,,92,Trusted,,,true,,,,B live result matches expected state
entity-04-normal-30,entity-04-normal,30,0xd7de401d10a9ba194b7ef52d17aa39d00a5ba34b57c7caaa0b8045f09ca9f837,,,92,Trusted,,,true,,,,B live result matches expected state
entity-05-suspicious-30,entity-05-suspicious,30,0x1d2238f767c4a8fd727dae4bca050940aeb725c3f8b61d662093d853d6651754,,,58,Suspicious,,,true,,,,B live result matches expected state
entity-06-suspicious-30,entity-06-suspicious,30,0xbd4f74b03a63c84c0c9497d9e5fbbafe81e7f0f2473fb5dc337bee89192e05c7,,,60,Suspicious,,,true,,,,B live result matches expected state
