run_id,variant,checkpoint_no,observed_at,block_number,cumulative_updates,cumulative_successful_updates,cumulative_events,unique_entities_seen,estimated_storage_records,estimated_storage_slots,notes
datm-live-2026-07-13T11-22-25-113Z,B,1,2026-07-13T11:22:29.842Z,6378541,6,6,6,6,6,24,variant-batch blocks=1 max_same_block=6 distribution=6378541:6
datm-live-2026-07-13T11-22-25-113Z,B,2,2026-07-13T11:22:39.389Z,6378543,12,12,12,6,12,48,variant-batch blocks=1 max_same_block=6 distribution=6378543:6
datm-live-2026-07-13T11-22-25-113Z,B,3,2026-07-13T11:22:52.933Z,6378545,18,18,18,6,18,72,variant-batch blocks=1 max_same_block=6 distribution=6378545:6
datm-live-2026-07-13T11-22-25-113Z,B,4,2026-07-13T11:23:02.527Z,6378547,24,24,24,6,24,96,variant-batch blocks=1 max_same_block=6 distribution=6378547:6
datm-live-2026-07-13T11-22-25-113Z,B,5,2026-07-13T11:23:12.030Z,6378549,30,30,30,6,30,120,variant-batch blocks=1 max_same_block=6 distribution=6378549:6
datm-live-2026-07-13T11-22-25-113Z,B,6,2026-07-13T11:23:21.572Z,6378551,36,36,36,6,36,144,variant-batch blocks=1 max_same_block=6 distribution=6378551:6
datm-live-2026-07-13T11-22-25-113Z,B,7,2026-07-13T11:23:31.154Z,6378553,42,42,42,6,42,168,variant-batch blocks=1 max_same_block=6 distribution=6378553:6
datm-live-2026-07-13T11-22-25-113Z,B,8,2026-07-13T11:23:40.694Z,6378555,48,48,48,6,48,192,variant-batch blocks=1 max_same_block=6 distribution=6378555:6
datm-live-2026-07-13T11-22-25-113Z,B,9,2026-07-13T11:23:50.310Z,6378557,54,54,54,6,54,216,variant-batch blocks=1 max_same_block=6 distribution=6378557:6
datm-live-2026-07-13T11-22-25-113Z,B,10,2026-07-13T11:23:59.864Z,6378559,60,60,60,6,60,240,variant-batch blocks=1 max_same_block=6 distribution=6378559:6
datm-live-2026-07-13T11-22-25-113Z,B,11,2026-07-13T11:24:09.407Z,6378561,66,66,66,6,66,264,variant-batch blocks=1 max_same_block=6 distribution=6378561:6
datm-live-2026-07-13T11-22-25-113Z,B,12,2026-07-13T11:24:22.936Z,6378563,72,72,72,6,72,288,variant-batch blocks=1 max_same_block=6 distribution=6378563:6
datm-live-2026-07-13T11-22-25-113Z,B,13,2026-07-13T11:24:32.439Z,6378565,78,78,78,6,78,312,variant-batch blocks=1 max_same_block=6 distribution=6378565:6
datm-live-2026-07-13T11-22-25-113Z,B,14,2026-07-13T11:24:41.973Z,6378567,84,84,84,6,84,336,variant-batch blocks=1 max_same_block=6 distribution=6378567:6
datm-live-2026-07-13T11-22-25-113Z,B,15,2026-07-13T11:24:51.523Z,6378569,90,90,90,6,90,360,variant-batch blocks=1 max_same_block=6 distribution=6378569:6
datm-live-2026-07-13T11-22-25-113Z,B,16,2026-07-13T11:25:01.003Z,6378571,96,96,96,6,96,384,variant-batch blocks=1 max_same_block=6 distribution=6378571:6
datm-live-2026-07-13T11-22-25-113Z,B,17,2026-07-13T11:25:10.539Z,6378573,102,102,102,6,102,408,variant-batch blocks=1 max_same_block=6 distribution=6378573:6
datm-live-2026-07-13T11-22-25-113Z,B,18,2026-07-13T11:25:20.045Z,6378575,108,108,108,6,108,432,variant-batch blocks=1 max_same_block=6 distribution=6378575:6
datm-live-2026-07-13T11-22-25-113Z,B,19,2026-07-13T11:25:29.781Z,6378577,114,114,114,6,114,456,variant-batch blocks=1 max_same_block=6 distribution=6378577:6
datm-live-2026-07-13T11-22-25-113Z,B,20,2026-07-13T11:25:39.339Z,6378579,120,120,120,6,120,480,variant-batch blocks=1 max_same_block=6 distribution=6378579:6
datm-live-2026-07-13T11-22-25-113Z,B,21,2026-07-13T11:25:49.140Z,6378581,126,126,126,6,126,504,variant-batch blocks=1 max_same_block=6 distribution=6378581:6
datm-live-2026-07-13T11-22-25-113Z,B,22,2026-07-13T11:26:02.674Z,6378583,132,132,132,6,132,528,variant-batch blocks=1 max_same_block=6 distribution=6378583:6
datm-live-2026-07-13T11-22-25-113Z,B,23,2026-07-13T11:26:12.261Z,6378585,138,138,138,6,138,552,variant-batch blocks=1 max_same_block=6 distribution=6378585:6
datm-live-2026-07-13T11-22-25-113Z,B,24,2026-07-13T11:26:21.811Z,6378587,144,144,144,6,144,576,variant-batch blocks=1 max_same_block=6 distribution=6378587:6
datm-live-2026-07-13T11-22-25-113Z,B,25,2026-07-13T11:26:31.315Z,6378589,150,150,150,6,150,600,variant-batch blocks=1 max_same_block=6 distribution=6378589:6
datm-live-2026-07-13T11-22-25-113Z,B,26,2026-07-13T11:26:40.804Z,6378591,156,156,156,6,156,624,variant-batch blocks=1 max_same_block=6 distribution=6378591:6
datm-live-2026-07-13T11-22-25-113Z,B,27,2026-07-13T11:26:50.339Z,6378593,162,162,162,6,162,648,variant-batch blocks=1 max_same_block=6 distribution=6378593:6
datm-live-2026-07-13T11-22-25-113Z,B,28,2026-07-13T11:26:59.947Z,6378595,168,168,168,6,168,672,variant-batch blocks=1 max_same_block=6 distribution=6378595:6
datm-live-2026-07-13T11-22-25-113Z,B,29,2026-07-13T11:27:09.497Z,6378597,174,174,174,6,174,696,variant-batch blocks=1 max_same_block=6 distribution=6378597:6
datm-live-2026-07-13T11-22-25-113Z,B,30,2026-07-13T11:27:22.996Z,6378599,180,180,180,6,180,720,variant-batch blocks=1 max_same_block=6 distribution=6378599:6
