run_id,variant,checkpoint_no,observed_at,block_number,cumulative_updates,cumulative_successful_updates,cumulative_events,unique_entities_seen,estimated_storage_records,estimated_storage_slots,notes
datm-live-2026-07-13T09-30-04-165Z,B,1,2026-07-13T09:30:20.818Z,6377194,10,10,10,10,10,40,variant-batch blocks=1 max_same_block=10 distribution=6377194:10
datm-live-2026-07-13T09-30-04-165Z,B,2,2026-07-13T09:30:39.783Z,6377198,20,20,20,10,20,80,variant-batch blocks=1 max_same_block=10 distribution=6377198:10
datm-live-2026-07-13T09-30-04-165Z,B,3,2026-07-13T09:30:53.561Z,6377201,30,30,30,10,30,120,variant-batch blocks=1 max_same_block=10 distribution=6377201:10
datm-live-2026-07-13T09-30-04-165Z,B,4,2026-07-13T09:31:08.252Z,6377204,40,40,40,10,40,160,variant-batch blocks=1 max_same_block=10 distribution=6377204:10
datm-live-2026-07-13T09-30-04-165Z,B,5,2026-07-13T09:31:17.997Z,6377206,50,50,50,10,50,200,variant-batch blocks=1 max_same_block=10 distribution=6377206:10
datm-live-2026-07-13T09-30-04-165Z,B,6,2026-07-13T09:31:27.701Z,6377208,60,60,60,10,60,240,variant-batch blocks=1 max_same_block=10 distribution=6377208:10
datm-live-2026-07-13T09-30-04-165Z,B,7,2026-07-13T09:31:37.387Z,6377210,70,70,70,10,70,280,variant-batch blocks=1 max_same_block=10 distribution=6377210:10
datm-live-2026-07-13T09-30-04-165Z,B,8,2026-07-13T09:31:47.162Z,6377212,80,80,80,10,80,320,variant-batch blocks=1 max_same_block=10 distribution=6377212:10
datm-live-2026-07-13T09-30-04-165Z,B,9,2026-07-13T09:31:58.277Z,6377214,90,90,90,10,90,360,variant-batch blocks=1 max_same_block=10 distribution=6377214:10
datm-live-2026-07-13T09-30-04-165Z,B,10,2026-07-13T09:32:08.273Z,6377216,100,100,100,10,100,400,variant-batch blocks=1 max_same_block=10 distribution=6377216:10
datm-live-2026-07-13T09-30-04-165Z,B,11,2026-07-13T09:32:18.072Z,6377218,110,110,110,10,110,440,variant-batch blocks=1 max_same_block=10 distribution=6377218:10
datm-live-2026-07-13T09-30-04-165Z,B,12,2026-07-13T09:32:28.914Z,6377220,120,120,120,10,120,480,variant-batch blocks=1 max_same_block=10 distribution=6377220:10
datm-live-2026-07-13T09-30-04-165Z,B,13,2026-07-13T09:32:43.249Z,6377223,130,130,130,10,130,520,variant-batch blocks=1 max_same_block=10 distribution=6377223:10
datm-live-2026-07-13T09-30-04-165Z,B,14,2026-07-13T09:32:53.282Z,6377225,140,140,140,10,140,560,variant-batch blocks=1 max_same_block=10 distribution=6377225:10
datm-live-2026-07-13T09-30-04-165Z,B,15,2026-07-13T09:33:03.036Z,6377227,150,150,150,10,150,600,variant-batch blocks=1 max_same_block=10 distribution=6377227:10
datm-live-2026-07-13T09-30-04-165Z,B,16,2026-07-13T09:33:09.497Z,6377229,160,160,160,10,160,640,variant-batch blocks=1 max_same_block=10 distribution=6377229:10
datm-live-2026-07-13T09-30-04-165Z,B,17,2026-07-13T09:33:23.306Z,6377231,170,170,170,10,170,680,variant-batch blocks=1 max_same_block=10 distribution=6377231:10
datm-live-2026-07-13T09-30-04-165Z,B,18,2026-07-13T09:33:34.350Z,6377234,180,180,180,10,180,720,variant-batch blocks=1 max_same_block=10 distribution=6377234:10
datm-live-2026-07-13T09-30-04-165Z,B,19,2026-07-13T09:33:48.321Z,6377236,190,190,190,10,190,760,variant-batch blocks=1 max_same_block=10 distribution=6377236:10
datm-live-2026-07-13T09-30-04-165Z,B,20,2026-07-13T09:33:58.384Z,6377238,200,200,200,10,200,800,variant-batch blocks=1 max_same_block=10 distribution=6377238:10
datm-live-2026-07-13T09-30-04-165Z,B,21,2026-07-13T09:34:04.590Z,6377240,210,210,210,10,210,840,variant-batch blocks=1 max_same_block=10 distribution=6377240:10
datm-live-2026-07-13T09-30-04-165Z,B,22,2026-07-13T09:34:14.499Z,6377242,220,220,220,10,220,880,variant-batch blocks=1 max_same_block=10 distribution=6377242:10
datm-live-2026-07-13T09-30-04-165Z,B,23,2026-07-13T09:34:24.330Z,6377244,230,230,230,10,230,920,variant-batch blocks=1 max_same_block=10 distribution=6377244:10
datm-live-2026-07-13T09-30-04-165Z,B,24,2026-07-13T09:34:39.123Z,6377246,240,240,240,10,240,960,variant-batch blocks=1 max_same_block=10 distribution=6377246:10
datm-live-2026-07-13T09-30-04-165Z,B,25,2026-07-13T09:34:52.937Z,6377249,250,250,250,10,250,1000,variant-batch blocks=1 max_same_block=10 distribution=6377249:10
datm-live-2026-07-13T09-30-04-165Z,B,26,2026-07-13T09:35:02.734Z,6377251,260,260,260,10,260,1040,variant-batch blocks=1 max_same_block=10 distribution=6377251:10
datm-live-2026-07-13T09-30-04-165Z,B,27,2026-07-13T09:35:12.522Z,6377253,270,270,270,10,270,1080,variant-batch blocks=1 max_same_block=10 distribution=6377253:10
datm-live-2026-07-13T09-30-04-165Z,B,28,2026-07-13T09:35:22.240Z,6377255,280,280,280,10,280,1120,variant-batch blocks=1 max_same_block=10 distribution=6377255:10
datm-live-2026-07-13T09-30-04-165Z,B,29,2026-07-13T09:35:31.952Z,6377257,290,290,290,10,290,1160,variant-batch blocks=1 max_same_block=10 distribution=6377257:10
datm-live-2026-07-13T09-30-04-165Z,B,30,2026-07-13T09:35:41.700Z,6377259,300,300,300,10,300,1200,variant-batch blocks=1 max_same_block=10 distribution=6377259:10
