run_id,variant,entity_id,sequence_no,read_started_at,read_finished_at,read_latency_ms,block_tag,returned_ats,returned_trust_state,returned_timestamp,read_success,error_code,error_message
datm-live-2026-07-13T09-36-28-468Z,C,entity-01-normal,1,2026-07-13T09:36:29.110Z,2026-07-13T09:36:29.222Z,112,latest,89,Trusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-02-normal,1,2026-07-13T09:36:37.284Z,2026-07-13T09:36:37.423Z,139,latest,90,Trusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-03-normal,1,2026-07-13T09:36:37.283Z,2026-07-13T09:36:37.385Z,102,latest,90,Trusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-04-normal,1,2026-07-13T09:36:37.282Z,2026-07-13T09:36:37.386Z,104,latest,89,Trusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-05-suspicious,1,2026-07-13T09:36:37.241Z,2026-07-13T09:36:37.360Z,119,latest,63,Suspicious,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-06-suspicious,1,2026-07-13T09:36:37.216Z,2026-07-13T09:36:37.326Z,110,latest,60,Suspicious,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-07-suspicious,1,2026-07-13T09:36:37.297Z,2026-07-13T09:36:37.424Z,127,latest,61,Suspicious,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-08-malicious,1,2026-07-13T09:36:37.450Z,2026-07-13T09:36:37.583Z,133,latest,31,Untrusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-09-malicious,1,2026-07-13T09:36:37.487Z,2026-07-13T09:36:37.610Z,123,latest,29,Untrusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-10-malicious,1,2026-07-13T09:36:37.478Z,2026-07-13T09:36:37.609Z,131,latest,29,Untrusted,2026-07-13T09:36:28.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-01-normal,2,2026-07-13T09:36:47.032Z,2026-07-13T09:36:47.135Z,103,latest,93,Trusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-02-normal,2,2026-07-13T09:36:47.030Z,2026-07-13T09:36:47.135Z,105,latest,93,Trusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-03-normal,2,2026-07-13T09:36:47.032Z,2026-07-13T09:36:47.124Z,92,latest,91,Trusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-04-normal,2,2026-07-13T09:36:47.057Z,2026-07-13T09:36:47.167Z,110,latest,93,Trusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-05-suspicious,2,2026-07-13T09:36:47.028Z,2026-07-13T09:36:47.124Z,96,latest,60,Suspicious,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-06-suspicious,2,2026-07-13T09:36:47.033Z,2026-07-13T09:36:47.134Z,101,latest,60,Suspicious,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-07-suspicious,2,2026-07-13T09:36:47.212Z,2026-07-13T09:36:47.340Z,128,latest,63,Suspicious,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-08-malicious,2,2026-07-13T09:36:47.218Z,2026-07-13T09:36:47.341Z,123,latest,30,Untrusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-09-malicious,2,2026-07-13T09:36:47.252Z,2026-07-13T09:36:47.382Z,130,latest,28,Untrusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-10-malicious,2,2026-07-13T09:36:47.242Z,2026-07-13T09:36:47.381Z,139,latest,32,Untrusted,2026-07-13T09:36:38.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-01-normal,3,2026-07-13T09:36:56.732Z,2026-07-13T09:36:56.859Z,127,latest,93,Trusted,2026-07-13T09:36:48.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-02-normal,3,2026-07-13T09:36:56.768Z,2026-07-13T09:36:56.885Z,117,latest,92,Trusted,2026-07-13T09:36:48.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-03-normal,3,2026-07-13T09:36:56.745Z,2026-07-13T09:36:56.858Z,113,latest,93,Trusted,2026-07-13T09:36:48.000Z,true,,live read after variant-batch update
datm-live-2026-07-13T09-36-28-468Z,C,entity-04-normal,3,2026-07-13T09:36:56.746Z,2026-07-13T09:36:56.835Z,89,latest,93,Trusted,2026-07-13T09:36:48.000Z,true,,live read after variant-batch update
