run_id,variant,checkpoint_no,observed_at,block_number,cumulative_updates,cumulative_successful_updates,cumulative_events,unique_entities_seen,estimated_storage_records,estimated_storage_slots,notes
datm-live-2026-07-13T09-36-28-468Z,C,1,2026-07-13T09:36:37.478Z,6377270,10,10,10,10,10,40,variant-batch blocks=2 max_same_block=9 distribution=6377269:1|6377270:9
datm-live-2026-07-13T09-36-28-468Z,C,2,2026-07-13T09:36:47.242Z,6377272,20,20,20,10,20,80,variant-batch blocks=1 max_same_block=10 distribution=6377272:10
datm-live-2026-07-13T09-36-28-468Z,C,3,2026-07-13T09:36:56.972Z,6377274,30,30,30,10,30,120,variant-batch blocks=1 max_same_block=10 distribution=6377274:10
datm-live-2026-07-13T09-36-28-468Z,C,4,2026-07-13T09:37:07.130Z,6377276,40,40,40,10,40,160,variant-batch blocks=1 max_same_block=10 distribution=6377276:10
datm-live-2026-07-13T09-36-28-468Z,C,5,2026-07-13T09:37:17.269Z,6377278,50,50,50,10,50,200,variant-batch blocks=1 max_same_block=10 distribution=6377278:10
datm-live-2026-07-13T09-36-28-468Z,C,6,2026-07-13T09:37:27.246Z,6377280,60,60,60,10,60,240,variant-batch blocks=1 max_same_block=10 distribution=6377280:10
datm-live-2026-07-13T09-36-28-468Z,C,7,2026-07-13T09:37:36.993Z,6377282,70,70,70,10,70,280,variant-batch blocks=1 max_same_block=10 distribution=6377282:10
datm-live-2026-07-13T09-36-28-468Z,C,8,2026-07-13T09:37:46.780Z,6377284,80,80,80,10,80,320,variant-batch blocks=1 max_same_block=10 distribution=6377284:10
datm-live-2026-07-13T09-36-28-468Z,C,9,2026-07-13T09:37:56.611Z,6377286,90,90,90,10,90,360,variant-batch blocks=1 max_same_block=10 distribution=6377286:10
datm-live-2026-07-13T09-36-28-468Z,C,10,2026-07-13T09:38:06.550Z,6377288,100,100,100,10,100,400,variant-batch blocks=1 max_same_block=10 distribution=6377288:10
datm-live-2026-07-13T09-36-28-468Z,C,11,2026-07-13T09:38:16.320Z,6377290,110,110,110,10,110,440,variant-batch blocks=1 max_same_block=10 distribution=6377290:10
datm-live-2026-07-13T09-36-28-468Z,C,12,2026-07-13T09:38:26.045Z,6377292,120,120,120,10,120,480,variant-batch blocks=1 max_same_block=10 distribution=6377292:10
datm-live-2026-07-13T09-36-28-468Z,C,13,2026-07-13T09:38:35.808Z,6377294,130,130,130,10,130,520,variant-batch blocks=1 max_same_block=10 distribution=6377294:10
datm-live-2026-07-13T09-36-28-468Z,C,14,2026-07-13T09:38:46.316Z,6377296,140,140,140,10,140,560,variant-batch blocks=1 max_same_block=10 distribution=6377296:10
datm-live-2026-07-13T09-36-28-468Z,C,15,2026-07-13T09:38:56.450Z,6377298,150,150,150,10,150,600,variant-batch blocks=1 max_same_block=10 distribution=6377298:10
datm-live-2026-07-13T09-36-28-468Z,C,16,2026-07-13T09:39:06.322Z,6377300,160,160,160,10,160,640,variant-batch blocks=1 max_same_block=10 distribution=6377300:10
datm-live-2026-07-13T09-36-28-468Z,C,17,2026-07-13T09:39:16.419Z,6377302,170,170,170,10,170,680,variant-batch blocks=1 max_same_block=10 distribution=6377302:10
datm-live-2026-07-13T09-36-28-468Z,C,18,2026-07-13T09:39:26.207Z,6377304,180,180,180,10,180,720,variant-batch blocks=1 max_same_block=10 distribution=6377304:10
datm-live-2026-07-13T09-36-28-468Z,C,19,2026-07-13T09:39:36.014Z,6377306,190,190,190,10,190,760,variant-batch blocks=1 max_same_block=10 distribution=6377306:10
datm-live-2026-07-13T09-36-28-468Z,C,20,2026-07-13T09:39:45.733Z,6377308,200,200,200,10,200,800,variant-batch blocks=1 max_same_block=10 distribution=6377308:10
datm-live-2026-07-13T09-36-28-468Z,C,21,2026-07-13T09:39:55.780Z,6377310,210,210,210,10,210,840,variant-batch blocks=1 max_same_block=10 distribution=6377310:10
datm-live-2026-07-13T09-36-28-468Z,C,22,2026-07-13T09:40:05.658Z,6377312,220,220,220,10,220,880,variant-batch blocks=1 max_same_block=10 distribution=6377312:10
datm-live-2026-07-13T09-36-28-468Z,C,23,2026-07-13T09:40:15.463Z,6377314,230,230,230,10,230,920,variant-batch blocks=1 max_same_block=10 distribution=6377314:10
datm-live-2026-07-13T09-36-28-468Z,C,24,2026-07-13T09:40:25.491Z,6377316,240,240,240,10,240,960,variant-batch blocks=1 max_same_block=10 distribution=6377316:10
datm-live-2026-07-13T09-36-28-468Z,C,25,2026-07-13T09:40:35.301Z,6377318,250,250,250,10,250,1000,variant-batch blocks=1 max_same_block=10 distribution=6377318:10
datm-live-2026-07-13T09-36-28-468Z,C,26,2026-07-13T09:40:45.095Z,6377320,260,260,260,10,260,1040,variant-batch blocks=1 max_same_block=10 distribution=6377320:10
datm-live-2026-07-13T09-36-28-468Z,C,27,2026-07-13T09:40:54.929Z,6377322,270,270,270,10,270,1080,variant-batch blocks=1 max_same_block=10 distribution=6377322:10
datm-live-2026-07-13T09-36-28-468Z,C,28,2026-07-13T09:41:04.671Z,6377324,280,280,280,10,280,1120,variant-batch blocks=1 max_same_block=10 distribution=6377324:10
datm-live-2026-07-13T09-36-28-468Z,C,29,2026-07-13T09:41:14.407Z,6377326,290,290,290,10,290,1160,variant-batch blocks=1 max_same_block=10 distribution=6377326:10
datm-live-2026-07-13T09-36-28-468Z,C,30,2026-07-13T09:41:28.325Z,6377328,300,300,300,10,300,1200,variant-batch blocks=1 max_same_block=10 distribution=6377328:10
